Actual Cap Rate,Age,Asking Price,Assessed Improved,Assessed Land,Assessed Value,Assessed Year,Bldg SF,Building Class,Building Condition,Building Materials,Buyer (True) Address,Buyer (True) City,Buyer (True) Company,Buyer (True) Contact,Buyer (True) Phone,Buyer (True) Post-Direction,Buyer (True) Pre-Direction,Buyer (True) State,Buyer (True) Street Name,Buyer (True) Street Number,Buyer (True) Zip Code,Buyer Address,Buyer City,Buyer Company,Buyer Contact,Buyer Phone,Buyer State,Buyer Street Name,Buyer Street Number,Buyer Street Post-Direction,Buyer Street Pre-Direction,Buyer Zip Code,Buyers Broker Address,Buyers Broker Agent First Name,Buyers Broker Agent Last Name,Buyers Broker City,Buyers Broker Company,Buyers Broker Phone,Buyers Broker State,Buyers Broker Street Name,Buyers Broker Street Number,Buyers Broker Street Post-Direction,Buyers Broker Street Pre-Direction,Buyers Broker Zip Code,Ceiling Height,Comp ID,Comps Number,Corner,Coverage,Description Text,Document Number,Down Payment,Fire Sprinkler,First Trust Deed Balance,First Trust Deed Lender,First Trust Deed Payment,First Trust Deed Terms,Floor Area Ratio,Frontage,GIM,GRM,Gross Income,Improvement Ratio,Land Area AC,Land Area SF,Land Improvements,Land SF Gross,Land SF Net,Latitude,Legal Description,Listing Broker Address,Listing Broker Agent First Name,Listing Broker Agent Last Name,Listing Broker City,Listing Broker Company,Listing Broker Phone,Listing Broker State,Listing Broker Street Name,Listing Broker Street Number,Listing Broker Street Post-Direction,Listing Broker Street Pre-Direction,Listing Broker Zip Code,Loading Docks,Longitude,Lot Dimensions,Map Code,Map Page,Map X,Map Y,Market,Market Time,Multi-Sale Name,Net Income,Non-Arms Length Reasons,Number Of 1 Bedrooms,Number Of 2 Bedrooms,Number Of 3 Bedrooms,Number Of Floors,Number Of Other Bedrooms,Number Of Parking Spaces,Number Of Rooms,Number Of Studios,Number Of Tenants,Number Of Units,One Bedroom Mix,Other Mix,Parcel Number 1,Parcel Number 2,Parking Ratio,Percent Office,Portfolio City,Portfolio County,Portfolio Name,Portfolio State,Portfolio Zip,Power,Price Per AC Land,Price Per AC Land Net,Price Per Room,Price Per SF,Price Per SF (Net),Price Per SF Land,Price Per SF Land Net,Price Per Unit,Pro Forma Cap Rate,Property Address,Property City,Property County,Property Name,Property State,Property Street Name,Property Street Number,Property Street Post-Direction,Property Street Pre-Direction,Property Zip Code,PropertyType,Proposed Use,Publication Date,Rail Served,Recording Date,Research Completed Date,Research Status,Roof Type,Sale Condition,Sale Date,Sale Price,Sale Price Comment,Sale Status,Second Trust Deed Balance,Second Trust Deed Lender,Second Trust Deed Payment,Second Trust Deed Terms,Secondary Type,Seller (True) Address,Seller (True) City,Seller (True) Company,Seller (True) Contact,Seller (True) Phone,Seller (True) Post-Direction,Seller (True) Pre-Direction,Seller (True) State,Seller (True) Street Name,Seller (True) Street Number,Seller (True) Zip Code,Seller Address,Seller City,Seller Company,Seller Contact,Seller Phone,Seller State,Seller Street Name,Seller Street Number,Seller Street Post-Direction,Seller Street Pre-Direction,Seller Zip Code,Size,Stamp,Star Rating,Studio Mix,Submarket Cluster,Submarket Code,Submarket Name,Tenancy,Three Bedroom Mix,Title Company,Total Expense Amount,Transaction Notes,Transfer Tax,Two Bedroom Mix,Typ Flr (SF),Units Per Acre,Vacancy,Year Built,Zoning
,,,8149360,795190,8944550,2013,208674,B,,,"518 17th St, 1700",Denver,"Industrial Income Trust, Inc.",Dwight Merriman,3032282200,,,CO,17th St,518,80202,"518 17th St, 17th Fl",Denver,IIT Valley View BC LP,,,CO,17th St,518,,,80202,,,,,,,,,,,,,,2748189,,,0.221079934,,2.013E+11,,,,,,,0.227572742,,,,,91,12.17,530125,,,,32.8288249,"Por lot 1 blk A Valley View Business Center, 3rd Installment Deed vol 2005123 pg 00216","2100 McKinney Ave, 700-900",Jack,Fraker,Dallas,CBRE,2149796100,TX,McKinney Ave,2100,,,75201,,-97.0314726,,,31,N,D,Dallas/Ft Worth,,Valley View Business Center,732000,,,,,,,,,,6,,,,325599600A0010000,,,,Irving,Dallas,,TX,75061,,,,,58.46,58.46,,,,6,5375 FAA Blvd (2 Properties),Irving,Dallas,Valley View Business Center,TX,FAA Blvd,5375,,,75061,Industrial,,5/20/2013,,3/26/2013,5/20/2013,Research Complete,,,3/25/2013,12200000,Confirmed,Sold,,,,,Warehouse,"28 State St, 10th Floor",Boston,TA Associates Realty,Scott Dalrymple,6174762700,,,MA,State St,28,02109,"28 State St, Floor 10",Boston,Realty Associates Fund VII LP,,6174762700,MA,State St,28,,,02109,208674,,4 Star,,Great SW/Arlington Ind,GUC,Upper Great Southwest Ind,Multi,,,173248.77,"The buyer reported the acquisition of two buildings in the Valley View Business Center, stating a purchase price of $12.2 million for 209,000 square feet. The properties consist of two buildings, stated by the brokers as 208,674-square feet, on a 12.17 acres parcel. At the time of sale, they were fully-leased. Kamdean International leased 54,000 square feet in Building 2 in the second half of 2012; Panini America leased 37,837 square feet in Building 1 the same year. Brokers' marketing materials for the property noted the diverse tenant base and stagered lease expirations with little short-term rollover. Both buildings delivered in 2006; reportedly the property required no significant capital expenditures. The buyer stated a 6% cap rate on first year net income in a prospectus. See pages 68-69 of the attached prospectus.",,,117200,,,,
7.12,40,10890000,4384780,1715220,6100000,2012,341840,C,,Masonry,"521 Fifth Ave, 30th Floor",New York,Gramercy Property Trust,Timothy O'Connor,2122971000,,,NY,Fifth Ave,521,10175,3000 W Kingsley Rd,Garland,"GPT Garland Owner, LLC",,,TX,Kingsley Rd,3000,,W,75041,,,,,,,,,,,,,"25'0""",2712837,,,0.398596563,,2.013E+11,10700000,Yes,,,,,0.398596563,,,,,71,19.69,857609,,,,32.876941,,"750 Battery St, 500",John,Glass,San Francisco,Marcus & Millichap,4159633000,CA,Battery St,750,,,94111,2,-96.675718,,28-RD,28,R,D,Dallas/Ft Worth,,,762300,,,,,1,,150,,,1,,,,2.61335E+16,,0.25,6.890651,,,,,,,543478.26,,,31.3,31.3,12.48,,,,3000 W Kingsley Rd,Garland,Dallas,,TX,Kingsley Rd,3000,W,W,75041,Industrial,,4/3/2013,,3/19/2013,4/4/2013,Research Complete,,Investment Triple Net,3/19/2013,10700000,Confirmed,Sold,,,,,Warehouse,"8333 Douglas Ave, 140",Dallas,Westmount Realty Capital LLC,Cliff Booth,2149445454,,,TX,Douglas Ave,8333,75225,,,"Kingsley Manufacturing, LLC",,,,,,,,,341840,,3 Star,,Northeast Dallas Ind,GTK,NE Dallas/Garland Ind,Single,,,,"The information in this sale comparable report has been verified with parties on both sides of the transaction. On April 1st, 2013, Gramercy Capital Corporation, announced the acquisition of the 341,840 square foot industrial building on Kingsley Road in Garland, Texas. The property was 100% leased at the time of sale by Apex Tool Group on a 20 year, triple net lease. The property was purchased for a confirmed sale price of $10.7 million or approximately $31 per square foot. Based on lease information, the property has a net operating income of $762,300 which gives the transaction a cap rate of 7.12%. The contract time was reported to be 30 days. This was an all cash, triple net investment purchase for the buyer. They did not take financing at the time of the transaction, however they might take financing in the future. Although no deferred maintenance was reported on the transaction, the buyer did report CAPEX in the amount of approximately $1.5 million for the partial replacement of the roof. Marcus & Millichap represented the seller on this transaction. The buyer was without external representation on the deal.",,,341840,,,1974,"MI, Garland"
,18,11266752,7354612,3034388,10389000,2012,352086,B,,Masonry,4405 Metric Dr,Winter Park,"RSR Group, Inc.",Robert Stager,4076771000,,,FL,Metric Dr,4405,32792,4405 Metric Dr,Winter Park,"RSR Group, Inc.",John Slogar,4076771000,FL,Metric Dr,4405,,,32792,"5001 Spring Valley Rd, 400W",Jim,Hazard,Dallas,Transwestern Dallas,9727742500,TX,Spring Valley Rd,5001,,,75244,"24'0""-26'0""",2724445,,,0.463994518,* Near DFW International Airport,D213078540,9950000,Yes,,,,,0.463994518,,,,,70,17.42,758815,,,,32.832479,,"8343 Douglas Ave, 100",Doug,Carignan,Dallas,JLL,2144386100,TX,Douglas Ave,8343,,,75225,None,-97.047714,,56-QF,56,Q,F,Dallas/Ft Worth,226,,,,,,,1,,525,,,,,,,6183670,,1.49,39.068012,,,,,,,571182.55,,,28.26,28.26,13.11,,,,4700 Amon Carter Blvd,Fort Worth,Tarrant,Centreport,TX,Amon Carter Blvd,4700,,,76155,Industrial,,4/19/2013,,3/28/2013,4/23/2013,Research Complete,,,3/28/2013,9950000,Confirmed,Sold,,,,,Warehouse,4700 Amon Carter Blvd,Fort Worth,Uniden America Corporation,Al Silverberg,8178583300,,,TX,Amon Carter Blvd,4700,76155,4700 Amon Carter Blvd,Fort Worth,Uniden America Corporation,Al Silverberg,8178583300,TX,Amon Carter Blvd,4700,,,76155,352086,,3 Star,,Great SW/Arlington Ind,GUC,Upper Great Southwest Ind,Single,,,290875.02,"The information for this report has been verified with a listing broker and the buyer. On March 28, 2013 Uniden America Corporation sold the 352,086 square foot industrial property located at 4700 Amon Carter Boulevard in Fort Worth, TX to RSR Group, Inc. for $9,950,000, or approximately $28 per square foot. The buyer bought the subject property to expand from their current location at 1010 E Avenue J in Grand Prairie, TX. The seller signed a short term lease to occupy the subject property. It was reported the lease is between 3 and 5 months. The buyer plans to occupy the subject property but has no specific move date.",,,352086,,,1996,
,20,,4302032,2856968,7159000,2011,310000,B,,Masonry,"385 Inverness Pky, 460",Englewood,Huntington Industrial Partners,,7202336966,,,CO,Inverness Pky,385,80112,385 Inverness Pky,Englewood,14900 Trinity Boulevard Lp,,,CO,Inverness Pky,385,,,80112,,,,,,,,,,,,,"30'0""",2242552,,,0.499132154,Within 1 mile south of DFW International Airport and situated in a Foreign Trade Zone.,D211314285,,ESFR,,,,,0.502054492,,,,,60,14.26,621078,,,,32.8207334,,,,,,,,,,,,,,29,-97.0432773,,56-UF,56,U,F,Dallas/Ft Worth,,,,,,,,1,,131,,,,,,,6624308,,,,,,,,,Y,666292.61,,,30.65,30.65,15.3,,,,14900 Trinity Blvd,Fort Worth,Tarrant,Centreport Distribution Centre,TX,Trinity Blvd,14900,,,76155,Industrial,,1/15/2012,,12/29/2011,1/31/2012,Research Complete,,,12/29/2011,9500000,Confirmed,Sold,,,,,Warehouse,600 E 96th St,Indianapolis,Duke Realty Corporation,,3178086000,,E,IN,96th St,600,46240,,Indianapolis,Texas Dugan LP,,,IN,,,,,46240,310000,,3 Star,,Great SW/Arlington Ind,GUC,Upper Great Southwest Ind,Single,,,199933.41,"A source deemed reliable confirmed that the 310,000 SF Industrial building sold on December 29, 2011. It was sold to 14900 Trinity Boulevard Lp for $9.5 million. Duke Realty represented the seller, Texas Dugan Lp.",,,310000,,100,1994,
,29,,4708530,1106320,5814850,2012,260560,B,,Masonry,"5207 McKinney Ave, 200",Dallas,Thackeray Partners,Anthony Dona,2143607830,,,TX,McKinney Ave,5207,75205,"5207 McKinney, 200",Dallas,"TPRF III/2051 McKenzie, LLC",Bobby Crews,,TX,McKinney,5207,,,75205,,,,,,,,,,,,,"30'0""-36'0""",2721722,,Yes,0.588744354,"Easy access to I-35, I-635, George W. Bush tollway, and within 15 minutes of DFW International Airport. The building features a Class IV sprinkler system, trailer storage and a single-membrane roof. 25,507 SF of office is located on the mezzanine.",20130085082,,Wet,,,,,0.641475115,,,,,80,10.16,442569,,,,32.933276,COTTONBELT WEST INDUSTRIAL PARK BLK 2 LOT 1 ACS 10.159 VOL2003206/4904 DD10092003 CO-DC 0171000200100 11401710002,"2 International Pl, Floor 5",,,Boston,"Eastdil Secured, LLC",6174493410,MA,International Pl,2,,,02110,58,-96.91723,,12-KD,12,K,D,Dallas/Ft Worth,,,,,,,,1,,287,,,1,,,,1.40171E+16,,1.1,,,,,,,Y,879921.26,,,34.31,34.31,20.2,,,,2051 McKenzie Dr,Carrollton,Dallas,,TX,McKenzie Dr,2051,,,75006,Industrial,,4/16/2013,Union Pacific Railroad,3/20/2013,4/24/2013,Research Complete,,,3/15/2013,8940000,Confirmed,Sold,,,,,Warehouse,"145 Rosemary St, E",Needham,Equity Industrial Partners Corp.,Donald Levine,7814499000,,,MA,Rosemary St,145,02494,"145 Rosemary St, E",Needham,Equity Industrial LP IV,W. Hunter Emerson,,MA,Rosemary St,145,,,02494,260560,,2 Star,,Northwest Dallas Ind,GTJ,N Stemmons/Valwood Ind,Single,,,,"This was the sale of 2051 McKenzie Drive: a 274,898 square foot industrial building located in the N Stemmons / Valwood Industrial submarket. The asset was constructed in 1985 and sits on 10.16 acres. At the time of sale, the facility was occupied by Lennox Industries. As neither the seller nor the buyer would disclose any information, we were unable to find any additional information aside from what was available in public records and assessor documents.",,,260560,,,1985,LI Carrollton
,42,,5366991,1159131,6526122,2012,313091,B,,,560 E 25th St,Jasper,Braun Family Properties LLC,Mike Braun,8124825102,,E,IN,25th St,560,47546,560 E 25th St,Jasper,Braun Family Properties LLC,,8124825102,IN,25th St,560,,E,47546,"2100 McKinney Ave, 700-900",Michael,Chiocca,Dallas,CBRE,2149796100,TX,McKinney Ave,2100,,,75201,"25'6""",2911350,,,0.405162574,,D213308981,1172000,Wet,7628000,Huntington National Bank,,,0.405162574,,,,,82,17.74,772754,,,,32.745859,M. Harris Survey abst 704 vol 5123 pg 446,"2221 E Lamar Blvd, 170",John,Brewer,Arlington,CBRE,8179874400,TX,Lamar Blvd,2221,,E,76006,36,-97.071183,,84-EF,84,E,F,Dallas/Ft Worth,183,,,,,,,1,,140,,,1,,,,3685632,,,4.313123,,,,,,Y,496054.11,,,28.11,28.11,11.39,,,,2257 Commerce Dr,Arlington,Tarrant,,TX,Commerce Dr,2257,,,76011,Industrial,,12/17/2013,,12/5/2013,1/27/2014,Research Complete,,,12/5/2013,8800000,Confirmed,Sold,,,,,Warehouse,205 Mill Rd,Edison,"Heller Industrial Parks, Inc.",,7322874880,,,NJ,Mill Rd,205,08817,205 Mill Rd,Edison,"Heller-Roberts, Texas",Fred Kurtz,,NJ,Mill Rd,205,,,08817,313091,,2 Star,,Great SW/Arlington Ind,GTD,Lower Great Southwest Ind,Single,,,234818.25,"The sales price was confirmed by a reliable source. The property was fully occupied at the time of sale; however, the buyer plans to occupy the whole building to operate their business. The buyer is projected to move-in on August 1st, 2014. The property contains no sales conditions that would have affected the sales price, and contains no deferred maintenance. The building has a relatively new roof. The motivation for the seller was for their purposes the building was not up to their standards. A portion of the property had obsolescence.",,,313091,,,1972,IM
,21,13780800,8611540,1569930,10181470,2010,510400,B,,Masonry,"2600 N Central Expy, 110",Richardson,Champion Partners,Stephen Modory,9724905600,,N,TX,Central Expy,2600,75080,,,CIP II 3737 LLC,,,,,,,,,,,,,,,,,,,,,"30'0""",2197993,,Yes,0.487575611,The northeast corner of the building has a recessed dock area. 130' Truck Court Depth 96 optional trailer parks on-site with an additional 115 available off-site. Newly renovated office space. Brand new T-5 Fluorescent lighting throughout. Can be fully-fenced and secured. Building is cross-dock design and 20 new dock doors have been added since the recent purchase.,2.011E+11,8768000,ESFR,,,,,0.487575611,,,,,84,24.03,1046812,,,,32.6973943,"John J Metcalf Survey, Abs No. 885, Lot 1, Blk B1/8026, 24.0315 tract of land. See deed for metes and bounds.",1016 Diamond Blvd,Al,Hildreth,Southlake,Hildreth Properties,8173296101,TX,Diamond Blvd,1016,,,76092,62,-96.910201,,62-BD,62,B,D,Dallas/Ft Worth,801,,,,,,,1,,96,,,,,,,00802600B10010000,,0.98,0.982759,,,,,,Y,361059.44,,,17,17,8.29,,,,3737 Duncanville Rd,Dallas,Dallas,CROSSPOINT 20/30,TX,Duncanville Rd,3737,,,75236,Industrial,,10/21/2011,,10/21/2011,11/21/2011,Research Complete,,"Deferred Maintenance, High Vacancy Property",10/14/2011,8676800,Confirmed,Sold,,,,,Distribution,80 Washington St,Norwell,"DeMatteo Management, Inc.",Joseph DeMatteo,7818785900,,,MA,Washington St,80,02061,80 Washington St,Norwell,"DeMatteo Management, Inc.",Linda Donovan,7818785900,MA,Washington St,80,,,02061,510400,,4 Star,,South Dallas Ind,GTW,Redbird Airport Ind,Single,,,321637.56,"This comparable report reflects the October 14, 2011 sale of 3737 Duncanville Rd, Dallas, TX, a 510,400 SF industrial building fka Redbird Industrial Park. Following 45 days under contract, it sold for a confirmed $8,676,800, or $17/SF in an all-cash closing. It was stated that the seller looked to exit the asset because the property was vacant. The seller, rather than making upgrades and leasing the space again, chose to sell. The property had been 100% occupied by Circuit City when the seller acquired the property before Circuit City went bankrupt and vacated the property. It was stated that the buyer plans $3-4/SF in upgrades to the property. The property was being marketed for lease by HLC at time of sale. Details were verified with two sources deemed reliable.",,,510400,,,1993,IR
,41,,2251430,2673750,4925180,2012,205693,B,,Masonry,"900 Port America Pl, 100",Grapevine,"KFS, Inc.",,8174884115,,,TX,Port America Pl,900,76051,5022 Pebblebrook Dr,Dallas,"LOBO 3C, LLC",,,TX,Pebblebrook Dr,5022,,,75229,,,,,,,,,,,,,"24'0""",2945933,,,0.571532966,,2.013E+11,,Yes,,,,,0.575581347,,,,,45,8.26,359897,,,,32.9302281,METROPOLITAN INDUSTRIAL PARK SEC2 BLK 2 LT 13 ACS 8.1841 INT200600340644 DD09112006 CO-DC 1275000201300 12412750002,"2001 Ross Ave, 2800",Blake,Kendrick,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,24,-96.8360571,,14-PD,14,P,D,Dallas/Ft Worth,,,,,,,,1,,75,,,3,,,,2.41275E+16,,0.29,4.132372,,,,,,,863890.17,,,34.7,34.7,19.83,,,,4248-4252 Simonton Rd,Farmers Branch,Dallas,,TX,Simonton Rd,4248,,,75244,Industrial,,1/29/2014,,7/2/2013,2/11/2014,Research Complete,,,6/26/2013,7137547,Confirmed,Sold,,,,,Warehouse,"220 E 42nd St, 27th Floor",New York,"DRA Advisors, LLC",,2126974740,,E,NY,"42nd St, 27th Floor",220,10017,"220 E 42nd St, 27th Floor",New York,"G & I VII 4248 Simonton, LP",,,NY,42nd St,220,,E,10017,205693,,2 Star,,Northwest Dallas Ind,GTH,Metropolitan/Addison Ind,Multi,,,,"The information in this sale comparable report has been verified with sources deemed reliable. On June 26th, 2013, KFS, Inc., a Dallas based logistics company, completed the acquisition of the 205,693 square foot industrial building in Farmers Branch, Texas. The asset was purchased as an owner/user property despite being approximately 60% leased by other tenants. The buyer's motivation was to acquire the location for their business; not to collect the revenue from existing leases. The property sold for a confirmed price of $7,137,547 or $34.70 per square foot. The transaction was not purchased on a cap rate basis as it was purchased as an owner/user property. The seller was represented by Blake Kendrick, Jamie Jennings, and Seth Koschak of Stream Realty Partners.",,,205693,,,1973,LI
,34,,4305824,1598870,5904694,2010,314917,B,,,4184 Conant St,Long Beach,Turbo Air Group,Dan Cho,3109001000,,,CA,Conant St,4184,90846,1250 E Victoria St,Carson,"BFC Investment, LLC",,3109001000,CA,Victoria St,1250,,E,90746,"2100 McKinney Ave, 700-900",Ann,Huntington,Dallas,CBRE,2149796100,TX,McKinney Ave,2100,,,75201,"18'0""",2203840,,,0.286090259,,D211249719,1762500,None,5287500,Center Bk,,,0.307920611,,,,,72,25.27,1100761,,,,32.718979,,"2100 McKinney Ave, 700-900",David,Anderson,Dallas,CBRE,2149796100,TX,McKinney Ave,2100,,,75201,17,-97.045319,,84-VF,84,V,F,Dallas/Ft Worth,183,,,,,,,1,,150,,,1,,,,3693872,,,,,,,,,,278986.94,,,22.39,22.39,6.4,,,,1800 S Great Southwest Pky,Grand Prairie,Tarrant,,TX,Great Southwest Pky,1800,S,S,75051,Industrial,,11/2/2011,,10/14/2011,11/11/2011,Research Complete,,,10/13/2011,7050000,Confirmed,Sold,,,,,Warehouse,901 44th St SE,Grand Rapids,"Steelcase, Inc.",Jeff Carpenter,6162472710,SE,,MI,44th St,901,49508,901 44th St SE,Grand Rapids,Steelcase Inc.,,6162472710,MI,44th St,901,SE,,49508,314917,,3 Star,,Great SW/Arlington Ind,GTD,Lower Great Southwest Ind,Single,,,160529.32,"From sources deemed reliable close to the transaction. The building square footage is 314,917 square feet. The land was 25.27 acres. The building sale price was $7,050,000 with the new owner financing $5,287,500. The seller occupied the entire building at the time of sale. They will vacate 1st quarter 2012. The property was only on the market for 6 months. No condtions effect the final price. The new owner will move in early next year.",,,314917,,,1980,
,40,,4384780,1715220,6100000,2011,341840,C,,Masonry,"14600 York Rd, A",Sparks,"Apex Tool Group, LLC.",,4107737800,,,MD,York Rd,14600,21152,"14600 York Rd, A",Sparks,"Apex Tool Group, LLC.",,4107737800,MD,York Rd,14600,,,21152,"15455 Dallas Pky, 400",Conrad,Madsen,Addison,Lee & Associates,9729344000,TX,Dallas Pky,15455,,,75001,"25'0""",2584798,,,0.398596563,,20120293846,,Yes,,,,,0.398596563,,,,,71,19.69,857609,,,,32.876941,DEARBORN STOVE CO BLK A LOT 1.1 ACS 19.688 VOL98190/2090 DD092898 CO-DALLAS 1335000100101 32613350001,,,,,,,,,,,,,2,-96.675718,,28-RD,28,R,D,Dallas/Ft Worth,,,,,,,,1,,150,,,1,,,,2.61335E+16,,0.25,6.890651,,,,,,,330150.35,,,19.01,19.01,7.58,,,11.73,3000 W Kingsley Rd,Garland,Dallas,,TX,Kingsley Rd,3000,W,W,75041,Industrial,,10/25/2012,,10/3/2012,11/27/2012,Research Complete,,,10/1/2012,6500000,Confirmed,Sold,,,,,Warehouse,"101 Eisenhower Pky, 304",Roseland,Geller Associates,Michael Geller,9739710400,,,NJ,Eisenhower Pky,101,07068,"101 Eisenhower Pky, 304",Roseland,Rockford Arms,Adam Geller,9739710400,NJ,Eisenhower Pky,101,,,07068,341840,,3 Star,,Northeast Dallas Ind,GTK,NE Dallas/Garland Ind,Single,,,159131.31,"A source deemed reliable confirmed that the property located at 3000 W. Kingsley Road in Garland, TX was sold on October 1, 2012 for $6,500,000. The motivation for the seller to sell the property was because they received a good offer from the buyer and they wanted to make a good profit. The buyer could not be reached or was not at liberty to disclose any other details pertaining to this transaction When more information can be found about this transaction, this report will be updated.",,,341840,,,1974,"MI, Garland"
,44,,553240,2746760,3300000,2012,372657,C,,Masonry,6300 Cedar Springs Rd,Dallas,Kofile Inc,William Oates,2144426668,,,TX,Cedar Springs Rd,6300,75235,6300 Cedar Springs,Dallas,Regal Acquisition Llc,,,TX,Cedar Springs,6300,,,75235,"2001 Ross Ave, 2800",Jason,Moser,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,"30'0""",2680650,,,0.545399862,,20130032811,,None,,,,,0.545399862,,,,,16,15.69,683273,,,,32.853357,AVIALL LOVE FIELD BLK K/4679 LT 1C ACS 15.6858 CALC VOL96115/1560 DD060796 CO-DALLAS 4679 00K 01C00 1004679 00K,,,,,,,,,,,,,None,-96.856976,,34-KD,34,K,D,Dallas/Ft Worth,,,,,,,,1,,,,,,,,,004679000K01C0000,,,,,,,,,,407438.58,,,17.15,17.15,9.35,,,,9215 Aviation Pl,Dallas,Dallas,,TX,Aviation Pl,9215,,,75235,Industrial,,2/19/2013,,2/1/2013,2/27/2013,Research Complete,,,2/1/2013,6391000,Confirmed,Sold,,,,,Warehouse,3135 Easton Tpke,Fairfield,General Electric Company,Gary Jakaitis,2033732211,,,CT,Easton Tpke,3135,06828,1 Neumann Way,Cincinnati,"GE Engine Services - Dallas, LP",,,OH,Neumann Way,1,,,45215,372657,,3 Star,,South Stemmons Ind,GSZ,East Brookhollow Ind,Multi,,,,"GE Engine Services - Dallas, LP sold 9215 Aviation Place in Dallas, TX to Regal Acquisition LLC for an undisclosed sale price.",,,372657,,,1970,IM
9.75,,,5380130,849980,6230110,2011,298956,,,Masonry,1705 Juniper Rdg,San Antonio,Hudler Family Limited Partnership,Larry Hudler,2104089116,,,TX,Juniper Rdg,1705,78258,1705 Juniper Rdg,San Antonio,"MHM-Redbird, LLC",,2104089116,TX,Juniper Rdg,1705,,,78223,,,,,,,,,,,,,,2523594,,,0.237462851,,20120202904,1050000,,4950000,Private Individual Fas Fiancial Inc,,Lender Name: * Other Institutional Lenders Frost Bank,0.237462851,,,,,86,14.36,625521,,,,32.6949664,,"4851 Lyndon B Johnson Fwy, 1000",Steve,Wolff,Dallas,NAI Robert Lynn,2142567100,TX,Lyndon B Johnson Fwy,4851,,,75244,,-96.9101458,,,62,F,D,Dallas/Ft Worth,61,Redbird I,,,,,,,,97,,,13,,,,6.55323E+11,7.85528E+11,,3.905302,Dallas,Dallas,,TX,75236,,,,,20.07,20.07,,,,,5050 Investment Dr (3 Properties),Dallas,Dallas,Redbird I,TX,Investment Dr,5050,,,75236,Industrial,,8/3/2012,,7/16/2012,8/29/2012,Research Complete,,,8/3/2012,6000000,Confirmed,Sold,,,,,Distribution,One Better World Cir,Temecula,Garrett Real Estate Services,Paul Garrett,9515066556,,,CA,Better World Cir,One,92590,,,"RCI Redbird, LLC",,9515066556,,,,,,,298956,,2 Star,,South Dallas Ind,GTW,Redbird Airport Ind,Multi,,,,"A person deemed reliable and close to the deal confirmed that the properties were sold on 8/3/2012 for a final sale price of $6,000,000. They confirmed the recorded buyer and seller, total square footages, investment purchase, brokers, financed amount and total time under contract in escrow. APN: 000000655322730000, 00000785528350000",,,148538,,,,
